filename,p0,p1,p2,p3,p4,p5,p6,p7,p8
110101001_006.png,1,1,0,1,0,1,0,0,1
100101001_004.png,1,0,0,1,0,1,0,0,1
010110010_016.png,0,1,0,1,1,0,0,1,0
100000010_013.png,1,0,0,0,0,0,0,1,0
011100111_006.png,0,1,1,1,0,0,1,1,1
111010111_008.png,1,1,1,0,1,0,1,1,1
000011010_006.png,0,0,0,0,1,1,0,1,0
101010011_008.png,1,0,1,0,1,0,0,1,1
000101100_019.png,0,0,0,1,0,1,1,0,0
001010001_014.png,0,0,1,0,1,0,0,0,1
110011100_017.png,1,1,0,0,1,1,1,0,0
010000011_013.png,0,1,0,0,0,0,0,1,1
111010011_016.png,1,1,1,0,1,0,0,1,1
011010010_017.png,0,1,1,0,1,0,0,1,0
110100101_012.png,1,1,0,1,0,0,1,0,1
011010111_016.png,0,1,1,0,1,0,1,1,1
011100000_009.png,0,1,1,1,0,0,0,0,0
110011000_013.png,1,1,0,0,1,1,0,0,0
101100000_005.png,1,0,1,1,0,0,0,0,0
011000000_015.png,0,1,1,0,0,0,0,0,0
101100010_004.png,1,0,1,1,0,0,0,1,0
010001100_013.png,0,1,0,0,0,1,1,0,0
000001010_009.png,0,0,0,0,0,1,0,1,0
111010111_019.png,1,1,1,0,1,0,1,1,1
110100111_011.png,1,1,0,1,0,0,1,1,1
111110001_019.png,1,1,1,1,1,0,0,0,1
000000100_001.png,0,0,0,0,0,0,1,0,0
100000111_001.png,1,0,0,0,0,0,1,1,1
111001111_006.png,1,1,1,0,0,1,1,1,1
010011100_016.png,0,1,0,0,1,1,1,0,0
011111110_017.png,0,1,1,1,1,1,1,1,0
011010010_003.png,0,1,1,0,1,0,0,1,0
001000011_012.png,0,0,1,0,0,0,0,1,1
111100001_006.png,1,1,1,1,0,0,0,0,1
010001100_012.png,0,1,0,0,0,1,1,0,0
111010111_001.png,1,1,1,0,1,0,1,1,1
110111111_002.png,1,1,0,1,1,1,1,1,1
110001000_016.png,1,1,0,0,0,1,0,0,0
000110010_001.png,0,0,0,1,1,0,0,1,0
010011110_007.png,0,1,0,0,1,1,1,1,0
001010110_013.png,0,0,1,0,1,0,1,1,0
001001001_000.png,0,0,1,0,0,1,0,0,1
100010001_006.png,1,0,0,0,1,0,0,0,1
100100100_016.png,1,0,0,1,0,0,1,0,0
010010000_018.png,0,1,0,0,1,0,0,0,0
000101011_017.png,0,0,0,1,0,1,0,1,1
100001010_018.png,1,0,0,0,0,1,0,1,0
000100111_004.png,0,0,0,1,0,0,1,1,1
010101000_003.png,0,1,0,1,0,1,0,0,0
110001101_005.png,1,1,0,0,0,1,1,0,1
010101001_018.png,0,1,0,1,0,1,0,0,1
000010011_008.png,0,0,0,0,1,0,0,1,1
010110111_000.png,0,1,0,1,1,0,1,1,1
011000111_005.png,0,1,1,0,0,0,1,1,1
011010000_019.png,0,1,1,0,1,0,0,0,0
100100110_002.png,1,0,0,1,0,0,1,1,0
100111100_003.png,1,0,0,1,1,1,1,0,0
011011001_003.png,0,1,1,0,1,1,0,0,1
101100011_018.png,1,0,1,1,0,0,0,1,1
010000010_001.png,0,1,0,0,0,0,0,1,0
101011100_004.png,1,0,1,0,1,1,1,0,0
011011110_003.png,0,1,1,0,1,1,1,1,0
111101111_002.png,1,1,1,1,0,1,1,1,1
010001001_006.png,0,1,0,0,0,1,0,0,1
101000101_003.png,1,0,1,0,0,0,1,0,1
010101100_011.png,0,1,0,1,0,1,1,0,0
010010001_001.png,0,1,0,0,1,0,0,0,1
101010000_012.png,1,0,1,0,1,0,0,0,0
000010100_015.png,0,0,0,0,1,0,1,0,0
001100001_007.png,0,0,1,1,0,0,0,0,1
001000011_005.png,0,0,1,0,0,0,0,1,1
101001001_017.png,1,0,1,0,0,1,0,0,1
011011011_009.png,0,1,1,0,1,1,0,1,1
100001100_017.png,1,0,0,0,0,1,1,0,0
010101010_005.png,0,1,0,1,0,1,0,1,0
010110000_009.png,0,1,0,1,1,0,0,0,0
011000010_008.png,0,1,1,0,0,0,0,1,0
000010100_005.png,0,0,0,0,1,0,1,0,0
011001111_008.png,0,1,1,0,0,1,1,1,1
010100001_006.png,0,1,0,1,0,0,0,0,1
000101101_018.png,0,0,0,1,0,1,1,0,1
010001111_003.png,0,1,0,0,0,1,1,1,1
111001101_005.png,1,1,1,0,0,1,1,0,1
011000010_016.png,0,1,1,0,0,0,0,1,0
000010000_018.png,0,0,0,0,1,0,0,0,0
100100000_018.png,1,0,0,1,0,0,0,0,0
101011101_007.png,1,0,1,0,1,1,1,0,1
011111010_001.png,0,1,1,1,1,1,0,1,0
101111011_013.png,1,0,1,1,1,1,0,1,1
000010100_008.png,0,0,0,0,1,0,1,0,0
110110001_001.png,1,1,0,1,1,0,0,0,1
101011100_015.png,1,0,1,0,1,1,1,0,0
101111110_007.png,1,0,1,1,1,1,1,1,0
001110001_003.png,0,0,1,1,1,0,0,0,1
001010011_016.png,0,0,1,0,1,0,0,1,1
100011000_000.png,1,0,0,0,1,1,0,0,0
011111110_006.png,0,1,1,1,1,1,1,1,0
001111100_007.png,0,0,1,1,1,1,1,0,0
001110100_006.png,0,0,1,1,1,0,1,0,0
110111000_009.png,1,1,0,1,1,1,0,0,0
011100000_015.png,0,1,1,1,0,0,0,0,0
011100011_011.png,0,1,1,1,0,0,0,1,1
111001001_009.png,1,1,1,0,0,1,0,0,1
111100001_000.png,1,1,1,1,0,0,0,0,1
010100101_005.png,0,1,0,1,0,0,1,0,1
101010001_003.png,1,0,1,0,1,0,0,0,1
011101011_002.png,0,1,1,1,0,1,0,1,1
001011111_010.png,0,0,1,0,1,1,1,1,1
101111101_017.png,1,0,1,1,1,1,1,0,1
001010111_017.png,0,0,1,0,1,0,1,1,1
101000001_003.png,1,0,1,0,0,0,0,0,1
110110110_000.png,1,1,0,1,1,0,1,1,0
010100100_000.png,0,1,0,1,0,0,1,0,0
001001111_010.png,0,0,1,0,0,1,1,1,1
001000110_017.png,0,0,1,0,0,0,1,1,0
111001101_019.png,1,1,1,0,0,1,1,0,1
100001000_007.png,1,0,0,0,0,1,0,0,0
111110110_013.png,1,1,1,1,1,0,1,1,0
100001001_017.png,1,0,0,0,0,1,0,0,1
010110101_001.png,0,1,0,1,1,0,1,0,1
001100001_017.png,0,0,1,1,0,0,0,0,1
000000101_005.png,0,0,0,0,0,0,1,0,1
110011110_015.png,1,1,0,0,1,1,1,1,0
100001111_012.png,1,0,0,0,0,1,1,1,1
000111100_001.png,0,0,0,1,1,1,1,0,0
001110001_010.png,0,0,1,1,1,0,0,0,1
000111000_008.png,0,0,0,1,1,1,0,0,0
011100000_008.png,0,1,1,1,0,0,0,0,0
100101111_009.png,1,0,0,1,0,1,1,1,1
111010011_007.png,1,1,1,0,1,0,0,1,1
000010010_001.png,0,0,0,0,1,0,0,1,0
000100011_000.png,0,0,0,1,0,0,0,1,1
111111111_002.png,1,1,1,1,1,1,1,1,1
010110111_011.png,0,1,0,1,1,0,1,1,1
000000101_010.png,0,0,0,0,0,0,1,0,1
101000011_014.png,1,0,1,0,0,0,0,1,1
010100100_007.png,0,1,0,1,0,0,1,0,0
100110001_003.png,1,0,0,1,1,0,0,0,1
011111001_004.png,0,1,1,1,1,1,0,0,1
101001000_015.png,1,0,1,0,0,1,0,0,0
011110011_007.png,0,1,1,1,1,0,0,1,1
101000010_008.png,1,0,1,0,0,0,0,1,0
101101101_009.png,1,0,1,1,0,1,1,0,1
100011111_018.png,1,0,0,0,1,1,1,1,1
100010001_012.png,1,0,0,0,1,0,0,0,1
100111100_017.png,1,0,0,1,1,1,1,0,0
111010101_002.png,1,1,1,0,1,0,1,0,1
110101011_011.png,1,1,0,1,0,1,0,1,1
000000100_000.png,0,0,0,0,0,0,1,0,0
110010011_007.png,1,1,0,0,1,0,0,1,1
111001001_013.png,1,1,1,0,0,1,0,0,1
010010111_018.png,0,1,0,0,1,0,1,1,1
010011001_016.png,0,1,0,0,1,1,0,0,1
001010100_001.png,0,0,1,0,1,0,1,0,0
010001100_006.png,0,1,0,0,0,1,1,0,0
010100110_007.png,0,1,0,1,0,0,1,1,0
000111010_017.png,0,0,0,1,1,1,0,1,0
010101011_004.png,0,1,0,1,0,1,0,1,1
010000000_015.png,0,1,0,0,0,0,0,0,0
100001111_013.png,1,0,0,0,0,1,1,1,1
101101110_009.png,1,0,1,1,0,1,1,1,0
011101011_007.png,0,1,1,1,0,1,0,1,1
100100000_015.png,1,0,0,1,0,0,0,0,0
100100001_015.png,1,0,0,1,0,0,0,0,1
010011010_006.png,0,1,0,0,1,1,0,1,0
010011110_000.png,0,1,0,0,1,1,1,1,0
110100101_013.png,1,1,0,1,0,0,1,0,1
011010001_012.png,0,1,1,0,1,0,0,0,1
101010000_008.png,1,0,1,0,1,0,0,0,0
011001110_005.png,0,1,1,0,0,1,1,1,0
001010001_001.png,0,0,1,0,1,0,0,0,1
001111100_008.png,0,0,1,1,1,1,1,0,0
100100110_012.png,1,0,0,1,0,0,1,1,0
011101100_005.png,0,1,1,1,0,1,1,0,0
001111101_017.png,0,0,1,1,1,1,1,0,1
110111000_015.png,1,1,0,1,1,1,0,0,0
011010111_001.png,0,1,1,0,1,0,1,1,1
000110000_006.png,0,0,0,1,1,0,0,0,0
011110010_000.png,0,1,1,1,1,0,0,1,0
010011101_009.png,0,1,0,0,1,1,1,0,1
000011111_003.png,0,0,0,0,1,1,1,1,1
001111010_006.png,0,0,1,1,1,1,0,1,0
111000110_019.png,1,1,1,0,0,0,1,1,0
000110100_004.png,0,0,0,1,1,0,1,0,0
011101011_004.png,0,1,1,1,0,1,0,1,1
010110101_000.png,0,1,0,1,1,0,1,0,1
100110110_002.png,1,0,0,1,1,0,1,1,0
000110011_008.png,0,0,0,1,1,0,0,1,1
110111101_010.png,1,1,0,1,1,1,1,0,1
110110011_013.png,1,1,0,1,1,0,0,1,1
000000000_012.png,0,0,0,0,0,0,0,0,0
111101011_010.png,1,1,1,1,0,1,0,1,1
010100101_019.png,0,1,0,1,0,0,1,0,1
101000100_003.png,1,0,1,0,0,0,1,0,0
110111011_000.png,1,1,0,1,1,1,0,1,1
001010011_012.png,0,0,1,0,1,0,0,1,1
010010101_019.png,0,1,0,0,1,0,1,0,1
010001001_003.png,0,1,0,0,0,1,0,0,1
001000001_010.png,0,0,1,0,0,0,0,0,1
011110010_016.png,0,1,1,1,1,0,0,1,0
011110010_001.png,0,1,1,1,1,0,0,1,0
001101101_013.png,0,0,1,1,0,1,1,0,1
001001011_016.png,0,0,1,0,0,1,0,1,1
111001000_004.png,1,1,1,0,0,1,0,0,0
011110010_019.png,0,1,1,1,1,0,0,1,0
111011110_016.png,1,1,1,0,1,1,1,1,0
111000001_000.png,1,1,1,0,0,0,0,0,1
000011101_011.png,0,0,0,0,1,1,1,0,1
110100010_002.png,1,1,0,1,0,0,0,1,0
000100110_006.png,0,0,0,1,0,0,1,1,0
100000000_010.png,1,0,0,0,0,0,0,0,0
110001101_009.png,1,1,0,0,0,1,1,0,1
111011111_009.png,1,1,1,0,1,1,1,1,1
111101101_012.png,1,1,1,1,0,1,1,0,1
001111011_010.png,0,0,1,1,1,1,0,1,1
010110000_008.png,0,1,0,1,1,0,0,0,0
001000111_001.png,0,0,1,0,0,0,1,1,1
101110110_017.png,1,0,1,1,1,0,1,1,0
111100100_017.png,1,1,1,1,0,0,1,0,0
010110100_009.png,0,1,0,1,1,0,1,0,0
110110101_010.png,1,1,0,1,1,0,1,0,1
101010101_013.png,1,0,1,0,1,0,1,0,1
111101110_005.png,1,1,1,1,0,1,1,1,0
111111001_015.png,1,1,1,1,1,1,0,0,1
101001011_009.png,1,0,1,0,0,1,0,1,1
000110111_014.png,0,0,0,1,1,0,1,1,1
100011010_017.png,1,0,0,0,1,1,0,1,0
110111101_007.png,1,1,0,1,1,1,1,0,1
101000010_019.png,1,0,1,0,0,0,0,1,0
101100011_017.png,1,0,1,1,0,0,0,1,1
100011000_016.png,1,0,0,0,1,1,0,0,0
001101100_009.png,0,0,1,1,0,1,1,0,0
111110100_017.png,1,1,1,1,1,0,1,0,0
011110101_007.png,0,1,1,1,1,0,1,0,1
001011010_003.png,0,0,1,0,1,1,0,1,0
011000111_002.png,0,1,1,0,0,0,1,1,1
110010110_004.png,1,1,0,0,1,0,1,1,0
101111111_000.png,1,0,1,1,1,1,1,1,1
111011011_018.png,1,1,1,0,1,1,0,1,1
001000110_005.png,0,0,1,0,0,0,1,1,0
111000111_010.png,1,1,1,0,0,0,1,1,1
011011111_008.png,0,1,1,0,1,1,1,1,1
011000010_001.png,0,1,1,0,0,0,0,1,0
010110101_003.png,0,1,0,1,1,0,1,0,1
001010001_019.png,0,0,1,0,1,0,0,0,1
111110100_019.png,1,1,1,1,1,0,1,0,0
111011111_016.png,1,1,1,0,1,1,1,1,1
001010110_018.png,0,0,1,0,1,0,1,1,0
010001010_000.png,0,1,0,0,0,1,0,1,0
101110011_011.png,1,0,1,1,1,0,0,1,1
011111100_018.png,0,1,1,1,1,1,1,0,0
001100011_010.png,0,0,1,1,0,0,0,1,1
100001111_009.png,1,0,0,0,0,1,1,1,1
101101011_019.png,1,0,1,1,0,1,0,1,1
001101100_019.png,0,0,1,1,0,1,1,0,0
110001001_014.png,1,1,0,0,0,1,0,0,1
000011111_009.png,0,0,0,0,1,1,1,1,1
100111110_010.png,1,0,0,1,1,1,1,1,0
101110111_000.png,1,0,1,1,1,0,1,1,1
100100101_001.png,1,0,0,1,0,0,1,0,1
010100000_012.png,0,1,0,1,0,0,0,0,0
101100100_014.png,1,0,1,1,0,0,1,0,0
010111001_017.png,0,1,0,1,1,1,0,0,1
110010010_008.png,1,1,0,0,1,0,0,1,0
110011100_002.png,1,1,0,0,1,1,1,0,0
001110001_016.png,0,0,1,1,1,0,0,0,1
011000000_000.png,0,1,1,0,0,0,0,0,0
011001110_004.png,0,1,1,0,0,1,1,1,0
100100001_007.png,1,0,0,1,0,0,0,0,1
010000001_016.png,0,1,0,0,0,0,0,0,1
011010011_000.png,0,1,1,0,1,0,0,1,1
100100010_008.png,1,0,0,1,0,0,0,1,0
001100010_006.png,0,0,1,1,0,0,0,1,0
100110010_002.png,1,0,0,1,1,0,0,1,0
110000110_012.png,1,1,0,0,0,0,1,1,0
010011010_001.png,0,1,0,0,1,1,0,1,0
111010010_009.png,1,1,1,0,1,0,0,1,0
111001001_007.png,1,1,1,0,0,1,0,0,1
010001111_007.png,0,1,0,0,0,1,1,1,1
110111010_017.png,1,1,0,1,1,1,0,1,0
000001001_012.png,0,0,0,0,0,1,0,0,1
010100111_001.png,0,1,0,1,0,0,1,1,1
110100110_009.png,1,1,0,1,0,0,1,1,0
000010011_009.png,0,0,0,0,1,0,0,1,1
000001011_007.png,0,0,0,0,0,1,0,1,1
000010001_003.png,0,0,0,0,1,0,0,0,1
010001001_011.png,0,1,0,0,0,1,0,0,1
011011100_019.png,0,1,1,0,1,1,1,0,0
100010101_016.png,1,0,0,0,1,0,1,0,1
101001010_003.png,1,0,1,0,0,1,0,1,0
100000111_006.png,1,0,0,0,0,0,1,1,1
110100101_017.png,1,1,0,1,0,0,1,0,1
110000010_011.png,1,1,0,0,0,0,0,1,0
100011111_004.png,1,0,0,0,1,1,1,1,1
110001001_016.png,1,1,0,0,0,1,0,0,1
001001110_010.png,0,0,1,0,0,1,1,1,0
010100110_018.png,0,1,0,1,0,0,1,1,0
001101010_015.png,0,0,1,1,0,1,0,1,0
100111011_007.png,1,0,0,1,1,1,0,1,1
011100111_018.png,0,1,1,1,0,0,1,1,1
010011111_018.png,0,1,0,0,1,1,1,1,1
000000000_004.png,0,0,0,0,0,0,0,0,0
100000100_010.png,1,0,0,0,0,0,1,0,0
011010110_006.png,0,1,1,0,1,0,1,1,0
111101000_008.png,1,1,1,1,0,1,0,0,0
100011010_008.png,1,0,0,0,1,1,0,1,0
101001101_000.png,1,0,1,0,0,1,1,0,1
011011110_007.png,0,1,1,0,1,1,1,1,0
010001101_003.png,0,1,0,0,0,1,1,0,1
010111001_000.png,0,1,0,1,1,1,0,0,1
000101000_009.png,0,0,0,1,0,1,0,0,0
101010000_006.png,1,0,1,0,1,0,0,0,0
000001011_015.png,0,0,0,0,0,1,0,1,1
001111101_010.png,0,0,1,1,1,1,1,0,1
110101011_001.png,1,1,0,1,0,1,0,1,1
001001000_019.png,0,0,1,0,0,1,0,0,0
111010100_015.png,1,1,1,0,1,0,1,0,0
101000010_001.png,1,0,1,0,0,0,0,1,0
000100100_004.png,0,0,0,1,0,0,1,0,0
011011001_016.png,0,1,1,0,1,1,0,0,1
010111111_005.png,0,1,0,1,1,1,1,1,1
001100000_012.png,0,0,1,1,0,0,0,0,0
100010111_001.png,1,0,0,0,1,0,1,1,1
111101001_011.png,1,1,1,1,0,1,0,0,1
101110001_014.png,1,0,1,1,1,0,0,0,1
101111011_019.png,1,0,1,1,1,1,0,1,1
111000101_012.png,1,1,1,0,0,0,1,0,1
111010100_003.png,1,1,1,0,1,0,1,0,0
101100100_001.png,1,0,1,1,0,0,1,0,0
100110111_003.png,1,0,0,1,1,0,1,1,1
111101011_004.png,1,1,1,1,0,1,0,1,1
111011001_006.png,1,1,1,0,1,1,0,0,1
110001100_004.png,1,1,0,0,0,1,1,0,0
001110010_014.png,0,0,1,1,1,0,0,1,0
010101000_007.png,0,1,0,1,0,1,0,0,0
010000010_002.png,0,1,0,0,0,0,0,1,0
001010001_012.png,0,0,1,0,1,0,0,0,1
011111010_012.png,0,1,1,1,1,1,0,1,0
010111001_013.png,0,1,0,1,1,1,0,0,1
101011000_011.png,1,0,1,0,1,1,0,0,0
000011110_012.png,0,0,0,0,1,1,1,1,0
010111101_003.png,0,1,0,1,1,1,1,0,1
100001101_005.png,1,0,0,0,0,1,1,0,1
010001010_009.png,0,1,0,0,0,1,0,1,0
000101101_014.png,0,0,0,1,0,1,1,0,1
000111111_014.png,0,0,0,1,1,1,1,1,1
101000101_015.png,1,0,1,0,0,0,1,0,1
000111001_014.png,0,0,0,1,1,1,0,0,1
100100111_003.png,1,0,0,1,0,0,1,1,1
001101111_004.png,0,0,1,1,0,1,1,1,1
001111001_015.png,0,0,1,1,1,1,0,0,1
010111100_005.png,0,1,0,1,1,1,1,0,0
110000111_015.png,1,1,0,0,0,0,1,1,1
111010011_000.png,1,1,1,0,1,0,0,1,1
011100110_011.png,0,1,1,1,0,0,1,1,0
100000100_008.png,1,0,0,0,0,0,1,0,0
110000100_019.png,1,1,0,0,0,0,1,0,0
011101000_017.png,0,1,1,1,0,1,0,0,0
110100111_009.png,1,1,0,1,0,0,1,1,1
101111010_001.png,1,0,1,1,1,1,0,1,0
100000110_002.png,1,0,0,0,0,0,1,1,0
011110110_016.png,0,1,1,1,1,0,1,1,0
110011011_016.png,1,1,0,0,1,1,0,1,1
101010100_017.png,1,0,1,0,1,0,1,0,0
010101110_016.png,0,1,0,1,0,1,1,1,0
000000100_005.png,0,0,0,0,0,0,1,0,0
110111000_003.png,1,1,0,1,1,1,0,0,0
000000111_008.png,0,0,0,0,0,0,1,1,1
101100111_007.png,1,0,1,1,0,0,1,1,1
010110000_015.png,0,1,0,1,1,0,0,0,0
101011000_019.png,1,0,1,0,1,1,0,0,0
001000100_004.png,0,0,1,0,0,0,1,0,0
100101011_017.png,1,0,0,1,0,1,0,1,1
001100010_007.png,0,0,1,1,0,0,0,1,0
001011101_010.png,0,0,1,0,1,1,1,0,1
010111001_015.png,0,1,0,1,1,1,0,0,1
110110000_019.png,1,1,0,1,1,0,0,0,0
111000100_006.png,1,1,1,0,0,0,1,0,0
101011110_011.png,1,0,1,0,1,1,1,1,0
000010111_013.png,0,0,0,0,1,0,1,1,1
110101011_009.png,1,1,0,1,0,1,0,1,1
110000110_008.png,1,1,0,0,0,0,1,1,0
101010111_011.png,1,0,1,0,1,0,1,1,1
100000100_015.png,1,0,0,0,0,0,1,0,0
010010100_014.png,0,1,0,0,1,0,1,0,0
111000110_002.png,1,1,1,0,0,0,1,1,0
011111010_017.png,0,1,1,1,1,1,0,1,0
111101110_010.png,1,1,1,1,0,1,1,1,0
111000110_010.png,1,1,1,0,0,0,1,1,0
001101110_018.png,0,0,1,1,0,1,1,1,0
111001000_009.png,1,1,1,0,0,1,0,0,0
110100100_000.png,1,1,0,1,0,0,1,0,0
101100010_003.png,1,0,1,1,0,0,0,1,0
111111101_010.png,1,1,1,1,1,1,1,0,1
011111100_001.png,0,1,1,1,1,1,1,0,0
101001110_016.png,1,0,1,0,0,1,1,1,0
110101010_002.png,1,1,0,1,0,1,0,1,0
000100000_000.png,0,0,0,1,0,0,0,0,0
011010110_010.png,0,1,1,0,1,0,1,1,0
001110011_003.png,0,0,1,1,1,0,0,1,1
000110001_008.png,0,0,0,1,1,0,0,0,1
100010100_013.png,1,0,0,0,1,0,1,0,0
100010001_016.png,1,0,0,0,1,0,0,0,1
101100111_001.png,1,0,1,1,0,0,1,1,1
100101000_000.png,1,0,0,1,0,1,0,0,0
011110010_017.png,0,1,1,1,1,0,0,1,0
010000011_011.png,0,1,0,0,0,0,0,1,1
110101011_006.png,1,1,0,1,0,1,0,1,1
001011011_002.png,0,0,1,0,1,1,0,1,1
000011011_007.png,0,0,0,0,1,1,0,1,1
110010100_008.png,1,1,0,0,1,0,1,0,0
010110110_002.png,0,1,0,1,1,0,1,1,0
110101000_007.png,1,1,0,1,0,1,0,0,0
110110011_015.png,1,1,0,1,1,0,0,1,1
011100001_014.png,0,1,1,1,0,0,0,0,1
011010001_015.png,0,1,1,0,1,0,0,0,1
101000000_012.png,1,0,1,0,0,0,0,0,0
100101001_018.png,1,0,0,1,0,1,0,0,1
110010100_016.png,1,1,0,0,1,0,1,0,0
100001001_009.png,1,0,0,0,0,1,0,0,1
100101001_011.png,1,0,0,1,0,1,0,0,1
001110101_005.png,0,0,1,1,1,0,1,0,1
100110101_018.png,1,0,0,1,1,0,1,0,1
010011110_012.png,0,1,0,0,1,1,1,1,0
011100110_010.png,0,1,1,1,0,0,1,1,0
000001100_005.png,0,0,0,0,0,1,1,0,0
011101110_005.png,0,1,1,1,0,1,1,1,0
000111101_000.png,0,0,0,1,1,1,1,0,1
001001101_007.png,0,0,1,0,0,1,1,0,1
110111001_003.png,1,1,0,1,1,1,0,0,1
111000011_019.png,1,1,1,0,0,0,0,1,1
111101111_001.png,1,1,1,1,0,1,1,1,1
100111110_014.png,1,0,0,1,1,1,1,1,0
101110111_019.png,1,0,1,1,1,0,1,1,1
010010110_014.png,0,1,0,0,1,0,1,1,0
001000011_009.png,0,0,1,0,0,0,0,1,1
000100101_018.png,0,0,0,1,0,0,1,0,1
011011010_007.png,0,1,1,0,1,1,0,1,0
100001011_006.png,1,0,0,0,0,1,0,1,1
110010011_004.png,1,1,0,0,1,0,0,1,1
101101001_006.png,1,0,1,1,0,1,0,0,1
100001111_011.png,1,0,0,0,0,1,1,1,1
011100101_014.png,0,1,1,1,0,0,1,0,1
001100100_005.png,0,0,1,1,0,0,1,0,0
001001010_015.png,0,0,1,0,0,1,0,1,0
111111110_004.png,1,1,1,1,1,1,1,1,0
111110001_008.png,1,1,1,1,1,0,0,0,1
